"KEGG_ko"	"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"	"Symbol"	"Name"	"DEO"
"ko:K19619"	454.040192221042	12.276242432937	1.13501310009261	6.56681046904757e-29	1.54976727069523e-26	"TDP2"	"tyrosyl-DNA phosphodiesterase 2 [EC:3.1.4.-]"	1
"ko:K03885"	1905.44075387201	13.2140291740897	1.23800438121543	2.02679839998226e-28	4.41530236057673e-26	"ndh"	"NADH:quinone reductase (non-electrogenic) [EC:1.6.5.9]"	1
"ko:K20791"	291.711940806884	21.8715865131787	2.03215423116764	8.06022715079193e-28	1.63046880650305e-25	"NAA10_11, ARD1_2"	"N-alpha-acetyltransferase 10/11 [EC:2.3.1.255]"	1
"ko:K11758"	201.423898413668	15.7524526501922	1.51738650091405	4.55280958814846e-27	8.59570450242429e-25	"RSC3_30"	"chromatin structure-remodeling complex subunit RSC3/30"	1
"ko:K17361"	749.790254887802	28.9675340910418	2.7700969244343	1.8361237601883e-26	3.24993905553328e-24	"ACOT9"	"acyl-coenzyme A thioesterase 9 [EC:3.1.2.-]"	1
"ko:K12589"	74.6355239141747	28.9399041806823	2.80691350475417	8.56166822895434e-26	1.42627320143522e-23	"RRP42, EXOSC7"	"exosome complex component RRP42"	1
"ko:K09245"	556.734263016172	-11.7587674848607	1.15883103843198	1.05674418684492e-25	1.66261085396934e-23	"UGA3"	"transcriptional activator protein UGA3"	1
"ko:K09704"	545.478738234768	9.02452718405792	0.876564476673051	1.24290601586815e-25	1.85258412470453e-23	"K09704"	"uncharacterized protein"	1
"ko:K00797"	558.628814437045	-11.8352367521075	1.16939658974029	1.32135828872817e-25	1.87104333683909e-23	"speE, SRM, SPE3"	"spermidine synthase [EC:2.5.1.16]"	1
"ko:K18714"	276.110546772763	-10.5290588174906	1.04655696991329	5.61387341367073e-25	7.5707092892931e-23	"MFT1"	"THO complex subunit MFT1"	1
"ko:K00002"	2282.49821236817	4.68462688986366	0.456215378388356	6.23802856961233e-25	8.03004404961005e-23	"AKR1A1, adh"	"alcohol dehydrogenase (NADP+) [EC:1.1.1.2]"	1
"ko:K12261"	402.640797913923	-10.7421943093419	1.08326962411054	2.09409263267169e-24	2.57846536335923e-22	"HACL1"	"2-hydroxyacyl-CoA lyase [EC:4.1.2.63]"	1
"ko:K03426"	392.871418526933	-10.5927372926522	1.06792422458954	2.24962787149397e-24	2.65456088836288e-22	"E3.6.1.22, NUDT12, nudC"	"NAD+ diphosphatase [EC:3.6.1.22]"	1
"ko:K17918"	226.353891695556	20.7521091884825	2.09798255232368	5.10241949439985e-24	5.78002080325615e-22	"SNX3_12"	"sorting nexin-3/12"	1
"ko:K18721"	349.89083534311	-11.3937259132782	1.16703429710752	6.33284999350177e-24	6.897935069845e-22	"NUP1"	"nucleoporin NUP1"	1
"ko:K22260"	172.060739046159	-20.8145645135653	2.11744125698553	9.51716456563396e-24	9.98244816662051e-22	"PEX15"	"peroxin-15"	1
"ko:K13093"	252.05701858207	-10.3775165345227	1.06831594915925	1.9757181771786e-23	1.99829781348921e-21	"HTATSF1"	"HIV Tat-specific factor 1"	1
"ko:K05841"	1399.93473644442	-11.4748351163221	1.19562960181896	3.04915166217702e-23	2.97765431285701e-21	"E2.4.1.173"	"sterol 3beta-glucosyltransferase [EC:2.4.1.173]"	1
"ko:K13076"	926.546744537829	13.9135551130297	1.4746578343879	5.17345324063824e-23	4.8837398591625e-21	"SLD"	"sphingolipid 8-(E)-desaturase [EC:1.14.19.18]"	1
"ko:K10273"	372.594328599533	14.276946133419	1.5231803259482	9.01266917744205e-23	8.233509390489e-21	"FBXL7"	"F-box and leucine-rich repeat protein 7"	1
"ko:K22242"	143.787872346439	-18.3519425235023	1.95305113932644	2.45745057186152e-22	2.17484375609745e-20	"VAB2"	"biogenesis of lysosome-related organelles complex 1 subunit VAB2"	1
"ko:K01127"	582.714505906836	-10.566157670338	1.12010505852164	2.64794244894217e-22	2.27241606527401e-20	"GPLD1"	"glycosylphosphatidylinositol phospholipase D [EC:3.1.4.50]"	1
"ko:K12488"	310.49391205211	-10.0324293234215	1.07290605887134	8.12420129646716e-22	6.76698178576324e-20	"ASAP"	"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein"	1
"ko:K01533"	313.250173818881	-28.725757850239	3.07739631707646	1.3595388384083e-21	1.06950388621453e-19	"copB"	"P-type Cu2+ transporter [EC:7.2.2.9]"	1
"ko:K15361"	575.083365278626	-10.2970941963469	1.10951855499503	1.33105833457848e-21	1.06950388621453e-19	"WDR48, UAF1"	"WD repeat-containing protein 48"	1
"ko:K11569"	135.039320053387	-9.96090022561381	1.07304717227628	1.60935365440795e-21	1.23180798629279e-19	"DAD4, HSK2"	"DASH complex subunit DAD4"	1
"ko:K12816"	255.605452025477	-9.86887348111859	1.0630623116954	1.69253484601394e-21	1.26138386418723e-19	"CDC40, PRP17"	"pre-mRNA-processing factor 17"	1
"ko:K15908"	674.799514159642	-10.3664903614973	1.14123135740548	7.94607425227137e-21	5.62582057060813e-19	"EAP1"	"protein EAP1"	1
"ko:K22133"	861.597142199058	-27.5716187840067	3.01023912152264	7.83970695122588e-21	5.62582057060813e-19	"AAE3"	"oxalate---CoA ligase [EC:6.2.1.8]"	1
"ko:K17670"	199.766354061116	-9.83223296648278	1.07902258598501	8.51067889226747e-21	5.87859576168329e-19	"PET494"	"COX3 mRNA-specific translational activator PET494"	1
"ko:K12161"	84.2935014861288	28.6681566474517	3.14620279902848	1.0791556880415e-20	7.27659263936557e-19	"URM1"	"ubiquitin related modifier 1"	1
"ko:K17673"	211.794661432183	-9.6758975348581	1.07074191523289	1.86909754081985e-20	1.23099633386089e-18	"ATP22"	"mitochondrial translation factor ATP22"	1
"ko:K15070"	167.535153141963	-10.136839391148	1.12745817021288	2.14325696911045e-20	1.37947812193655e-18	"MDM30"	"mitochondrial distribution and morphology protein 30"	1
"ko:K03013"	225.216076001324	28.6181261534699	3.20477676065351	5.67146087179656e-20	3.49164721498432e-18	"RPABC1, RPB5, POLR2E"	"DNA-directed RNA polymerases I, II, and III subunit RPABC1"	1
"ko:K17672"	264.291512406748	-10.0607691911825	1.13175621522098	5.62103561253291e-20	3.49164721498432e-18	"AEP2"	"ATPase expression protein 2, mitochondrial"	1
"ko:K21628"	243.638309098086	-25.535531550746	2.85211705622942	5.83976072354334e-20	3.51876646150526e-18	"MSA1"	"G1-specific transcription factors activator MSA1"	1
"ko:K11984"	335.555444961743	-9.36272903279736	1.04900451055601	6.15523217523203e-20	3.6315869833869e-18	"SART1, HAF, SNU66"	"U4/U6.U5 tri-snRNP-associated protein 1"	1
"ko:K10863"	14.8314415137102	-20.8846750408167	2.35310320750123	7.2999519603499e-20	4.21907427585937e-18	"APTX"	"aprataxin [EC:3.6.1.70 3.6.1.71 3.6.1.72]"	1
"ko:K08505"	57.4757292761931	28.5918256696545	3.23514734247338	1.29413700455018e-19	7.32999199377222e-18	"SFT1"	"protein transport protein SFT1"	1
"ko:K06693"	212.746471909034	-9.86219196667639	1.1216782285499	1.51391978443188e-19	8.40670750884526e-18	"PSMD9, RPN4"	"26S proteasome regulatory subunit N4"	1
"ko:K15079"	361.365633277103	-9.98565971635665	1.14172695771822	2.11742827280168e-19	1.15318401318737e-17	"SLX4"	"structure-specific endonuclease subunit SLX4"	1
"ko:K21751"	197.517693585108	28.5746584848338	3.25482006982392	2.18127797400323e-19	1.16554324950512e-17	"DR1, NC2-beta"	"down-regulator of transcription 1"	1
"ko:K01480"	1363.45582356025	14.3905046862126	1.69817301064568	3.15025579287225e-19	1.65213414915078e-17	"speB"	"agmatinase [EC:3.5.3.11]"	1
"ko:K08963"	373.477153437925	-6.44849026083913	0.72739079631388	3.54347548292091e-19	1.80757314753027e-17	"mtnA"	"methylthioribose-1-phosphate isomerase [EC:5.3.1.23]"	1
"ko:K09705"	114.757031761018	-26.1589593528478	2.99085305961275	3.57429718438189e-19	1.80757314753027e-17	"K09705"	"uncharacterized protein"	1
"ko:K11118"	328.804666290694	-10.2242912913152	1.18942037128066	6.8251772331665e-19	3.39103542532062e-17	"RIF1"	"RAP1-interacting factor 1"	1
"ko:K17660"	196.286274726901	-9.76003921735004	1.14453583359333	1.64134599985784e-18	8.01429633034035e-17	"CBP1"	"cytochrome b pre-mRNA-processing protein 1"	1
"ko:K10413"	296.369699713933	-9.75495694567913	1.1590004181431	4.26097491001461e-18	2.04526795680701e-16	"DYNC1H"	"dynein cytoplasmic 1 heavy chain"	1
"ko:K02959"	98.2601262165201	27.2388455405124	3.25288108431334	8.18096564647579e-18	3.86141578513657e-16	"RP-S16, MRPS16, rpsP"	"small subunit ribosomal protein S16"	1
"ko:K03458"	461.159850921846	10.3274168300437	1.24810091642898	1.0003083941937e-17	4.64405470878123e-16	"TC.NCS2"	"nucleobase:cation symporter-2, NCS2 family"	1
"ko:K00624"	520.766319597213	-6.83058694670669	0.81402334541631	1.99244265198691e-17	9.10096385552733e-16	"E2.3.1.7"	"carnitine O-acetyltransferase [EC:2.3.1.7]"	1
"ko:K04486"	323.374489560605	-21.4629398141235	2.61270769714843	2.34339111643957e-17	1.05341010186617e-15	"E3.1.3.15B"	"histidinol-phosphatase (PHP family) [EC:3.1.3.15]"	1
"ko:K01637"	269.882368212332	-10.6770450557163	1.31781406061847	3.36804109535223e-17	1.49035818469336e-15	"E4.1.3.1, aceA"	"isocitrate lyase [EC:4.1.3.1]"	1
"ko:K05727"	927.012595807176	-10.9622759988202	1.35804757050136	3.60632138569555e-17	1.57124648681382e-15	"DOCK3"	"dedicator of cytokinesis protein 3"	1
"ko:K02992"	637.786527210266	-2.48870791230938	0.316121728669317	4.37224287356561e-17	1.87608966938451e-15	"RP-S7, MRPS7, rpsG"	"small subunit ribosomal protein S7"	1
"ko:K11556"	113.763052513029	-9.47862006346833	1.1676931220335	6.14427415301627e-17	2.59710214945404e-15	"AME1"	"central kinetochore subunit AME1"	1
"ko:K00226"	587.239035692485	-11.3143041096316	1.41963271721553	6.68924002928323e-17	2.78587172984266e-15	"pyrD"	"dihydroorotate dehydrogenase (fumarate) [EC:1.3.98.1]"	1
"ko:K22140"	1042.51685012673	1.8909875811397	0.238049671964486	9.41360386263429e-17	3.86367045492468e-15	"MGM1"	"dynamin-like GTPase MGM1, mitochondrial"	1
"ko:K07565"	85.8440390989865	28.3185730238267	3.53551462229403	1.48069878433153e-16	5.99048422460984e-15	"NIP7"	"60S ribosome subunit biogenesis protein NIP7"	1
"ko:K17878"	134.57609655557	28.3116357171511	3.54281619871261	1.71866999895976e-16	6.85531470007613e-15	"NNT1"	"EEF1A N-terminal glycine/lysine methyltransferase [EC:2.1.1.-]"	1
"ko:K11667"	369.248540001444	-5.53478194530108	0.680612065759959	2.39777788571661e-16	9.43125968381868e-15	"INO80C, IES6"	"INO80 complex subunit C"	1
"ko:K00276"	975.346270344504	8.38501393266101	1.0491005291099	3.00182953094726e-16	1.16454537419762e-14	"AOC3, AOC2, tynA"	"primary-amine oxidase [EC:1.4.3.21]"	1
"ko:K14328"	106.269041240649	-28.2817422931798	3.57411399997446	3.22175492359626e-16	1.23297431670603e-14	"UPF3, RENT3"	"regulator of nonsense transcripts 3"	1
"ko:K11684"	1976.11462300033	-3.41228995549265	0.432129032315764	3.48479176213385e-16	1.31585736938174e-14	"BDF1"	"bromodomain-containing factor 1"	1
"ko:K09384"	471.375557000593	-12.0232956496377	1.56023772235685	3.68269382615655e-16	1.37228801522044e-14	"K09384"	"uncharacterized protein"	1
"ko:K01892"	1750.61188011402	11.4192556579166	1.47480087895929	3.86256007243023e-16	1.40240642629775e-14	"HARS, hisS"	"histidyl-tRNA synthetase [EC:6.1.1.21]"	1
"ko:K17807"	523.305353325218	10.1886293704809	1.29983880316416	3.85531410569664e-16	1.40240642629775e-14	"TAM41, MMP37"	"mitochondrial translocator assembly and maintenance protein 41"	1
"ko:K00218"	497.907777754962	17.8327010637965	2.31416904020296	4.01423003039978e-16	1.43902524634078e-14	"por"	"protochlorophyllide reductase [EC:1.3.1.33]"	1
"ko:K17796"	125.490188031838	28.2646657867498	3.59187439811017	4.5681779194706e-16	1.61713498349259e-14	"TIM21"	"mitochondrial import inner membrane translocase subunit TIM21"	1
"ko:K11232"	130.596177884147	28.2587717246234	3.59798486649744	5.14507279646442e-16	1.79886989624534e-14	"YPD1"	"osomolarity two-component system, phosphorelay intermediate protein YPD1"	1
"ko:K16575"	137.434015111058	-9.88318178279637	1.272572071804	8.21001057497327e-16	2.83545731077126e-14	"ACTR1, ARP1"	"centractin"	1
"ko:K20237"	293.88401816845	-9.98460875702116	1.28911854908522	9.11564108191586e-16	3.11030066795009e-14	"NUD1"	"protein NUD1"	1
"ko:K08141"	454.303523493789	-10.2637354680432	1.33412864086069	1.15738267088901e-15	3.90203300471152e-14	"MAL"	"MFS transporter, SP family, general alpha glucoside:H+ symporter"	1
"ko:K16369"	831.930348613736	-8.14743606518453	1.04234379167647	1.37106374157844e-15	4.56806178370604e-14	"CHO2"	"phosphatidylethanolamine N-methyltransferase [EC:2.1.1.17]"	1
"ko:K03448"	1085.91933212949	3.34330738235897	0.435148654852863	1.50578651313044e-15	4.95859000602955e-14	"FEN2, LIZ1"	"MFS transporter, ACS family, pantothenate transporter"	1
"ko:K11117"	109.855612061702	-8.88528048381366	1.14870560920574	1.83369770933221e-15	5.96900219865381e-14	"STN1"	"protein STN1"	1
"ko:K10415"	166.071941836858	-8.7412403485529	1.12974701704278	1.93723250647799e-15	6.23436642993825e-14	"DYNC1I, DNCI"	"dynein cytoplasmic 1 intermediate chain"	1
"ko:K01061"	1664.28204778947	-11.3432505709723	1.51467314391404	2.90451645991023e-15	9.24223664546716e-14	"E3.1.1.45"	"carboxymethylenebutenolidase [EC:3.1.1.45]"	1
"ko:K11314"	407.515757018858	1.90542035996448	0.255099554391479	3.69186531541393e-15	1.16170695258358e-13	"TADA2A, ADA2"	"transcriptional adapter 2-alpha"	1
"ko:K21766"	69.9054969637522	-8.48243174516657	1.11059380153479	4.77913319980358e-15	1.48730826613667e-13	"TBCC"	"tubulin-specific chaperone C"	1
"ko:K12879"	434.744419489723	-4.53755751527653	0.587217603378035	5.98036574271366e-15	1.84091258514838e-13	"THOC2"	"THO complex subunit 2"	1
"ko:K04648"	215.756396573501	-8.67038452538568	1.14577216316243	7.51812269940756e-15	2.28938962201314e-13	"DCTN1"	"dynactin 1"	1
"ko:K13953"	34325.2654397505	2.40528511433862	0.334288188837113	8.48649724772927e-15	2.55678300059248e-13	"adhP"	"alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]"	1
"ko:K00787"	4206.12978351522	-4.29905252905658	0.560969701951931	8.65606511958815e-15	2.5804185703867e-13	"FDPS"	"farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]"	1
"ko:K06652"	182.463086005313	-8.74613150661337	1.1637173991785	1.07497631789771e-14	3.17118013779824e-13	"FAR1"	"cyclin-dependent kinase inhibitor FAR1"	1
"ko:K11501"	124.448836112791	-23.6894837916719	3.17506145296807	1.15509488005535e-14	3.37240072197603e-13	"CENPI"	"centromere protein I"	1
"ko:K12416"	117.313934693096	-6.0517672422814	0.798063672865948	1.71167940840793e-14	4.94640416797067e-13	"SWM1, APC13"	"anaphase-promoting complex subunit SWM1"	1
"ko:K11563"	289.418424556037	-4.46331604112037	0.589780626831208	1.96765996338514e-14	5.62870001647143e-13	"SPC7, SPC105"	"kinetochore protein Spc7/SPC105"	1
"ko:K03029"	877.55200891696	11.0025316605796	1.51895267327283	2.25132313555742e-14	6.37574711989862e-13	"PSMD4, RPN10"	"26S proteasome regulatory subunit N10"	1
"ko:K01301"	7631.94091189217	2.89670617882065	0.406211773859904	2.5430535585483e-14	7.130621463177e-13	"NAALAD"	"N-acetylated-alpha-linked acidic dipeptidase [EC:3.4.17.21]"	1
"ko:K00859"	83.6751884180594	28.021460670881	3.82850557157499	3.06429748565276e-14	8.50793184251826e-13	"coaE"	"dephospho-CoA kinase [EC:2.7.1.24]"	1
"ko:K01338"	291.112741663954	14.5585737320109	2.07568060936841	3.37976335759074e-14	9.29270857155046e-13	"lon"	"ATP-dependent Lon protease [EC:3.4.21.53]"	1
"ko:K09359"	127.762111482775	-28.0120961782814	3.84494225429912	3.92255216041197e-14	1.06814112675834e-12	"MATA2"	"mating-type protein A2"	1
"ko:K22386"	319.425605720745	17.0143032575808	2.41989972796104	4.58060057366902e-14	1.23545341186959e-12	"GET2"	"GET complex subunit GET2"	1
"ko:K07734"	192.681774227758	19.1709440565512	2.69013567959303	4.86027520648874e-14	1.29851880988454e-12	"paiB"	"transcriptional regulator"	1
"ko:K18599"	118.65559047992	-9.69348468878275	1.34045577176087	5.40772426153466e-14	1.43127804753889e-12	"JNM1"	"nuclear migration protein JNM1"	1
"ko:K02137"	927.970060370627	-21.2408623515332	2.95676906015327	5.90109657429649e-14	1.54739865725997e-12	"ATPeF0O, ATP5O, ATP5"	"F-type H+-transporting ATPase subunit O"	1
"ko:K18278"	294.735712242742	-10.1748121306306	1.42110855304322	6.87682076787779e-14	1.78671159767247e-12	"THI5"	"pyrimidine precursor biosynthesis enzyme"	1
"ko:K06634"	130.772864386148	19.3563009346175	2.74608749208145	8.95259955528122e-14	2.28412269734742e-12	"CCNH"	"cyclin H"	1
"ko:K10841"	653.489709999108	2.54983984136269	0.370931185114214	8.88798110015978e-14	2.28412269734742e-12	"ERCC6, CSB, RAD26"	"DNA excision repair protein ERCC-6"	1
"ko:K04532"	133.900744726113	-26.4075967951109	3.67809863979049	9.32749225216698e-14	2.35852304090508e-12	"NAE1, APPBP1"	"NEDD8-activating enzyme E1 regulatory subunit"	1
"ko:K09281"	939.103137469327	-3.40010474951173	0.476878120901092	1.02987829887223e-13	2.58107552425324e-12	"K09281"	"copper-fist transcription factor"	1
"ko:K15444"	268.2558536048	23.0232385995121	3.2252002021413	1.11267134802785e-13	2.76410987510075e-12	"TRM9"	"tRNA (uracil-5-)-methyltransferase TRM9 [EC:2.1.1.229]"	1
"ko:K03352"	106.75451849745	-9.37478907284649	1.32118268195831	1.74269247763667e-13	4.29156964927568e-12	"APC5, ANAPC5"	"anaphase-promoting complex subunit 5"	1
"ko:K12413"	90.199796034064	-22.4391134695484	3.19400176723208	2.26368048608329e-13	5.52650270395506e-12	"WHI5"	"G1-specific transcriptional repressor WHI5"	1
"ko:K08496"	49.0522526631395	27.8886297097086	3.96377639405552	2.35784709378539e-13	5.70719911931642e-12	"GOSR2, BOS1"	"golgi SNAP receptor complex member 2"	1
"ko:K17984"	1019.30530559475	-9.43111397763546	1.34268339636852	2.82648269624669e-13	6.78355847099205e-12	"ATG32"	"autophagy-related protein 32"	1
"ko:K11115"	237.128134428568	-7.95786532314193	1.12010090174737	3.27395317159868e-13	7.79145830417433e-12	"CDC13"	"cell division control protein 13"	1
"ko:K17674"	193.145607008946	-4.96345457075419	0.691210404588734	3.89766425080365e-13	9.19848763189662e-12	"SOV1"	"protein SOV1, mitochondrial"	1
"ko:K01056"	81.8061975294938	8.83331495052886	1.25982909274278	4.25513364190591e-13	9.95912270568392e-12	"PTH1, PTRH1, pth, spoVC"	"peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]"	1
"ko:K10080"	299.431666360174	18.3481834561167	2.710128052861	4.37355641516772e-13	1.01523866948811e-11	"LMAN1, ERGIC53"	"lectin, mannose-binding 1"	1
"ko:K09466"	129.631656461969	-11.3121748249804	1.66915990203936	5.31752682360016e-13	1.22432812718989e-11	"ADR1"	"zinc finger protein ADR1"	1
"ko:K13800"	834.288117323696	-3.17863438449756	0.467237748467059	5.48465401393567e-13	1.2526242070537e-11	"CMPK1, UMPK"	"UMP-CMP kinase [EC:2.7.4.14]"	1
"ko:K21752"	540.560961027924	-3.80759653773702	0.543763998857792	6.0098912463548e-13	1.36160096077414e-11	"DRAP1, NC2-alpha"	"Dr1-associated corepressor"	1
"ko:K17290"	1329.34740994163	14.3495254582661	2.19887378213163	1.03915686313985e-12	2.33562875905719e-11	"HTATIP2"	"oxidoreductase [EC:1.1.1.-]"	1
"ko:K11557"	55.9090837067434	-20.7488195165483	3.07686209804521	1.08373146718539e-12	2.41663583863703e-11	"SPC24"	"kinetochore protein Spc24, fungi type"	1
"ko:K17667"	228.971538405408	-4.45965216936147	0.637040268093032	1.21103113621805e-12	2.67940638888244e-11	"PET111"	"protein PET111, mitochondrial"	1
"ko:K01293"	10993.2405474173	3.65273292988336	0.533188553673097	1.26746466792117e-12	2.78252708492462e-11	"E3.4.17.4"	"Gly-Xaa carboxypeptidase [EC:3.4.17.4]"	1
"ko:K07034"	293.898008636767	-9.5760089514849	1.40891344200432	1.29043405722899e-12	2.81116096159424e-11	"K07034"	"uncharacterized protein"	1
"ko:K09184"	2364.53398387261	-3.81448477159133	0.554609076468076	1.4229909528277e-12	3.07626746443361e-11	"GATAF"	"GATA-binding protein, other eukaryote"	1
"ko:K01178"	6050.34712598926	5.89424596750648	0.843762604699804	1.46247667299955e-12	3.13767722570813e-11	"SGA1"	"glucoamylase [EC:3.2.1.3]"	1
"ko:K13535"	1238.98623324495	2.66361408952631	0.413118879454307	1.88927175919656e-12	4.02287039251478e-11	"CLD1"	"cardiolipin-specific phospholipase [EC:3.1.1.-]"	1
"ko:K09102"	253.338889496291	-5.35714123347225	0.769903959354458	1.90728607704812e-12	4.03092102253753e-11	"INO"	"heteromeric Ino2p/Ino4p transcription factor"	1
"ko:K14854"	114.167363750607	13.5409271296198	2.11477789106477	2.66812163552161e-12	5.59712627540533e-11	"RSA3"	"ribosome assembly protein 3"	1
"ko:K03854"	1257.29176283839	-4.14778717325919	0.6056528962483	2.70437404278594e-12	5.63146124203661e-11	"KTR"	"mannosyltransferase [EC:2.4.1.-]"	1
"ko:K20238"	1072.81928346232	12.3693363067982	1.91851788081281	2.93168886519499e-12	6.06025026732278e-11	"E2.1.1.317"	"sphingolipid C9-methyltransferase [EC:2.1.1.317]"	1
"ko:K12193"	177.73590979963	15.2354800359439	2.4006801404605	3.46933270682551e-12	7.11967407661583e-11	"VPS24, CHMP3"	"charged multivesicular body protein 3"	1
"ko:K18718"	378.865517433494	-7.78425626366933	1.15881389065319	5.35301218440296e-12	1.09062809397332e-10	"NUP60"	"nucleoporin NUP60"	1
"ko:K16578"	178.186598369365	-5.70849360821518	0.840618198590276	5.87895274974333e-12	1.18922815623379e-10	"CLASP1_2"	"CLIP-associating protein 1/2"	1
"ko:K20520"	3552.80357098088	2.43317006986124	0.391217452393824	7.60269510237267e-12	1.52700939928506e-10	"DBNL, ABP1"	"drebrin-like protein"	1
"ko:K10868"	281.440808789595	-8.00181324732795	1.20321922120635	7.7270211997883e-12	1.5410509885775e-10	"XRS2"	"DNA repair protein XRS2"	1
"ko:K02304"	162.890899024133	21.1902269590689	3.28637492349943	8.2084640690229e-12	1.61433126690784e-10	"MET8"	"precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:1.3.1.76 4.99.1.4]"	1
"ko:K15543"	261.949730450738	-5.67420662649976	0.84146706569857	8.18348524155617e-12	1.61433126690784e-10	"REF2"	"RNA end formation protein 2"	1
"ko:K03146"	92.6578887458474	-22.6635838867894	3.50585248312551	9.65434254987015e-12	1.88559297249878e-10	"THI4, THI1"	"cysteine-dependent adenosine diphosphate thiazole synthase [EC:2.4.2.60]"	1
"ko:K19565"	165.453606577096	-9.52219723925551	1.46667967846441	1.04648868993303e-11	2.02990134923997e-10	"BIO5"	"8-amino-7-oxononanoate transporter"	1
"ko:K07127"	137.08853372649	7.72089346055348	1.16818682577097	1.14359465224799e-11	2.20317010555531e-10	"uraH, pucM, hiuH"	"5-hydroxyisourate hydrolase [EC:3.5.2.17]"	1
"ko:K01012"	402.593376388497	-9.56001154595268	1.49019410597118	1.7023727268631e-11	3.25751321788939e-10	"bioB"	"biotin synthase [EC:2.8.1.6]"	1
"ko:K00471"	537.048066653213	-11.0117574926751	1.7537104551205	1.77738259123264e-11	3.37821979756432e-10	"BBOX1"	"gamma-butyrobetaine dioxygenase [EC:1.14.11.1]"	1
"ko:K12580"	1107.13992647512	-1.48922160328915	0.22976137611132	1.81247797769292e-11	3.42195842188422e-10	"CNOT3, NOT3"	"CCR4-NOT transcription complex subunit 3"	1
"ko:K12670"	958.985765046625	-2.22507639308624	0.363813812187661	1.86878384305095e-11	3.50489790961608e-10	"WBP1"	"oligosaccharyltransferase complex subunit beta"	1
"ko:K18179"	493.696086699524	10.6022192567016	1.68550635657159	2.0970830351166e-11	3.90719681279618e-10	"COA6"	"cytochrome c oxidase assembly factor 6"	1
"ko:K10968"	1448.3615912786	11.9014719243432	1.9406046238194	2.81848752557028e-11	5.21696514536929e-10	"MNT2"	"alpha 1,3-mannosyltransferase [EC:2.4.1.-]"	1
"ko:K12609"	851.79931148503	2.13244834037311	0.353046300794297	3.70289182078552e-11	6.80947378991208e-10	"CAF120"	"CCR4-NOT transcriptional complex subunit CAF120"	1
"ko:K07556"	320.69335538239	6.41955795915821	0.993025282886274	4.56664981442445e-11	8.34371114480648e-10	"ATPeAF2, ATPAF2, ATP12"	"ATP synthase mitochondrial F1 complex assembly factor 2"	1
"ko:K12414"	240.358493422232	-12.4498522524009	2.071893954597	4.81548080532716e-11	8.74194976967085e-10	"TAH11"	"DNA replication licensing factor, required for pre-replication complex assembly"	1
"ko:K10356"	2088.78939532126	2.1637496594493	0.361870532790125	5.04006878585507e-11	9.0385988000536e-10	"MYO1"	"myosin I"	1
"ko:K17661"	179.589872004305	-13.2039255557639	2.21541423743095	5.04272108195081e-11	9.0385988000536e-10	"CBP2"	"cytochrome b pre-mRNA-processing protein 2"	1
