"KEGG_ko"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"Symbol"	"Name"	"DEO"
"ko:K01476"	2932.21835418877	-10.0216495067684	0.577133561710903	-9.93453634920103	2.94542994002641e-23	7.0502882109905e-21	"E3.5.3.1, rocF, arg"	"arginase [EC:3.5.3.1]"	1
"ko:K01895"	36260.2656686182	-2.18994927615237	0.226117878308191	-9.69840694194427	3.06242663504097e-22	6.71947444171906e-20	"ACSS1_2, acs"	"acetyl-CoA synthetase [EC:6.2.1.1]"	1
"ko:K11599"	1262.40471332274	-8.6199316837332	0.500040160055936	-9.07245642963639	1.16363517748348e-19	2.35680878639538e-17	"POMP, UMP1"	"proteasome maturation protein"	1
"ko:K01412"	929.745354223028	-7.65252252783093	0.525042996749468	-8.34535333690723	7.10012829850232e-17	1.33533127213976e-14	"PMPCA, MAS2"	"mitochondrial-processing peptidase subunit alpha [EC:3.4.24.64]"	1
"ko:K00021"	14043.1753463973	-1.99474230970976	0.240692924095075	-8.30263656608318	1.01825998611526e-16	1.78738569562766e-14	"HMGCR"	"hydroxymethylglutaryl-CoA reductase (NADPH) [EC:1.1.1.34]"	1
"ko:K00228"	4029.90084179925	3.21062595362645	0.40096448194722	8.00882252630176	1.1581189225966e-15	1.79372183717462e-13	"CPOX, hemF"	"coproporphyrinogen III oxidase [EC:1.3.3.3]"	1
"ko:K03015"	401.462311925764	-7.38089803847246	0.502845431097662	-8.0149219900435	1.10206941808278e-15	1.79372183717462e-13	"RPB7, POLR2G"	"DNA-directed RNA polymerase II subunit RPB7"	1
"ko:K14405"	316.334928640516	-7.79040751104046	0.564065481887284	-7.99153778392186	1.33265860224537e-15	1.94938338872892e-13	"FIP1L1, FIP1"	"pre-mRNA 3'-end-processing factor FIP1"	1
"ko:K17686"	4976.6544802927	-1.44676860832127	0.182503886926079	-7.92821323893963	2.22321328015363e-15	3.08090556139185e-13	"copA, ctpA, ATP7"	"P-type Cu+ transporter [EC:7.2.2.8]"	1
"ko:K20297"	341.740180113113	-7.19442899137132	0.516740414847419	-7.85502456863628	3.9969379470296e-15	5.26196880726447e-13	"VPS51"	"vacuolar protein sorting-associated protein 51"	1
"ko:K06125"	1992.15140998459	-1.71037264018331	0.219381226903845	-7.8025074289561	6.06890554393072e-15	7.60925157008076e-13	"COQ2"	"4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]"	1
"ko:K17765"	298.211504514057	-7.09673945930422	0.523422334199787	-7.75578485217869	8.77987652550574e-15	1.05079158598439e-12	"MDM12"	"mitochondrial distribution and morphology protein 12"	1
"ko:K07305"	202.891033685913	-7.21372266138981	0.625308418550509	-7.54272734149361	4.60242794393488e-14	5.26877946799153e-12	"msrB"	"peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12]"	1
"ko:K03978"	227.552945606293	-6.63170273633476	0.535335037248483	-7.38193798968369	1.56001853666992e-13	1.71147033627163e-11	"engB"	"GTP-binding protein"	1
"ko:K00667"	38642.7099508645	-1.727918964879	0.235686674072382	-7.33881890273458	2.15486945969348e-13	2.26599438911437e-11	"FAS2"	"fatty acid synthase subunit alpha, fungi type [EC:2.3.1.86]"	1
"ko:K20405"	718.162174669553	-1.30712420337385	0.1782247845527	-7.33377453612828	2.23759415560097e-13	2.26599438911437e-11	"NPRL2, NPR2"	"nitrogen permease regulator 2"	1
"ko:K01422"	570.1769124358	-1.25739632990251	0.171950975812069	-7.31163261668216	2.63915872056875e-13	2.4859392381013e-11	"AXL1"	"protease AXL1 [EC:3.4.24.-]"	1
"ko:K11663"	223.983151892085	-6.52046940771656	0.535011240754338	-7.3114061282866	2.64361179896834e-13	2.4859392381013e-11	"ZNHIT1, VPS71"	"zinc finger HIT domain-containing protein 1"	1
"ko:K09885"	2010.49268066011	-3.19847892471981	0.457628849493127	-7.01108675291854	2.3647404183838e-12	2.14702121434639e-10	"AQPF"	"aquaporin rerated protein, other eukaryote"	1
"ko:K11380"	601.37744557721	-0.803744642077893	0.114948895077534	-6.99231076299036	2.70395105106263e-12	2.37316770581597e-10	"NTO1"	"NuA3 HAT complex component NTO1"	0
"ko:K00264"	2752.16291045256	1.53307365035498	0.219752830971941	6.96888327932094	3.19466602026724e-12	2.71340504237537e-10	"GLT1"	"glutamate synthase (NADH) [EC:1.4.1.14]"	1
"ko:K12191"	619.626014627356	4.52925740046842	0.714991124719999	6.90881593181982	4.88715577678797e-12	4.02121286258835e-10	"CHMP2A"	"charged multivesicular body protein 2A"	1
"ko:K01487"	252.335816676286	0.565368664840032	0.637101257500385	6.84376852120009	7.71365288794014e-12	6.15456001634739e-10	"guaD, GDA"	"guanine deaminase [EC:3.5.4.3]"	0
"ko:K13352"	1309.97346543867	-1.19262210038554	0.176949288707658	-6.73939158408903	1.5905122074766e-11	1.2317113653782e-09	"PEX11B"	"peroxin-11B"	1
"ko:K13509"	2122.47745804365	0.740707716945746	0.110089218231488	6.727585985592	1.72500900716181e-11	1.29769963310201e-09	"AGPAT1_2"	"lysophosphatidate acyltransferase [EC:2.3.1.51]"	0
"ko:K00928"	1541.359313814	2.59686771799584	0.387758313798875	6.69569498596281	2.14649022649542e-11	1.56991910176734e-09	"lysC"	"aspartate kinase [EC:2.7.2.4]"	1
"ko:K11566"	639.862250919551	-0.39749393784963	0.558490427467998	-6.62916618765448	3.37588341475398e-11	2.40235163001277e-09	"ASK1"	"DASH complex subunit ASK1"	0
"ko:K06673"	786.836531740705	-0.776547030503964	0.117549473646689	-6.60626189398107	3.94145377980347e-11	2.73101257953224e-09	"SCC4"	"cohesin loading factor subunit SCC4"	0
"ko:K10524"	531.257090760856	-2.21837848202146	0.337941522215324	-6.56818465114016	5.09323589752257e-11	3.35262252954423e-09	"NRK1_2"	"nicotinamide/nicotinate riboside kinase [EC:2.7.1.22 2.7.1.173]"	1
"ko:K10589"	404.647131787396	4.77470930874079	0.686961899727262	6.57043247895878	5.01693304143759e-11	3.35262252954423e-09	"UBE3C"	"ubiquitin-protein ligase E3 C [EC:2.3.2.26]"	1
"ko:K00958"	8177.15500255145	3.53608035751243	0.540724576017535	6.51830381620562	7.11068581455152e-11	4.56644774383272e-09	"sat, met3"	"sulfate adenylyltransferase [EC:2.7.7.4]"	1
"ko:K11245"	787.996290871277	1.33639676786415	0.205672573006251	6.4976086447356	8.16067566602614e-11	5.1159664353921e-09	"MID2, MTL1"	"mating pheromone-induced death protein 2"	1
"ko:K15014"	757.685348965039	-0.643093348085089	0.0999777498321194	-6.43302651502151	1.25087819629176e-10	7.65944718799118e-09	"SLC29A1_2_3, ENT1_2_3"	"solute carrier family 29 (equilibrative nucleoside transporter), member 1/2/3"	0
"ko:K01599"	1452.55447343839	0.732465679951925	0.11419056444428	6.41391299797522	1.41831169804552e-10	8.48730613853151e-09	"hemE, UROD"	"uroporphyrinogen decarboxylase [EC:4.1.1.37]"	0
"ko:K01597"	11043.5591279815	-2.7518445317782	0.438797415647596	-6.35765226347099	2.04860571328326e-10	1.19866196512774e-08	"MVD, mvaD"	"diphosphomevalonate decarboxylase [EC:4.1.1.33]"	1
"ko:K00942"	2501.18880599942	-0.953680473011647	0.150726244074046	-6.32748388983401	2.49190978345156e-10	1.42634749126695e-08	"gmk, GUK1"	"guanylate kinase [EC:2.7.4.8]"	0
"ko:K07874"	1832.50230894823	0.00898159650757205	0.479345986422003	6.3232410682388	2.56133235896055e-10	1.4348910853496e-08	"RAB1A"	"Ras-related protein Rab-1A"	0
"ko:K01495"	213.55609893407	0.258345291687841	0.474781756185548	6.26948554614518	3.6224291676801e-10	1.84844166149533e-08	"GCH1, folE"	"GTP cyclohydrolase IA [EC:3.5.4.16]"	0
"ko:K03434"	100.787259187452	0.258244527659467	0.474679131295461	6.26956803851967	3.62051069945554e-10	1.84844166149533e-08	"PIGL"	"N-acetylglucosaminylphosphatidylinositol deacetylase [EC:3.5.1.89]"	0
"ko:K08967"	592.385015583183	-0.338786706292716	0.474853258481601	-6.26982904967977	3.61444707536821e-10	1.84844166149533e-08	"mtnD, mtnZ, ADI1"	"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase [EC:1.13.11.53 1.13.11.54]"	0
"ko:K14538"	383.02367476692	-0.353784485124071	0.474834427441634	-6.26986075569449	3.61371117964465e-10	1.84844166149533e-08	"NUG1, GNL3"	"nuclear GTP-binding protein"	0
"ko:K15325"	40.4365382495602	-0.297802883840886	0.474383071362447	-6.26828127084983	3.65054942642451e-10	1.84844166149533e-08	"SEN15"	"tRNA-splicing endonuclease subunit Sen15, fungi type"	0
"ko:K14849"	132.791670153829	-0.0182525158264598	0.474692162196103	-6.26383630621726	3.75619782843183e-10	1.86605073250208e-08	"RRP1"	"ribosomal RNA-processing protein 1"	0
"ko:K11262"	29724.8554831675	-1.51375557655267	0.246362341504801	-6.14444674462147	8.02427059904215e-10	3.91257490505148e-08	"ACACA"	"acetyl-CoA carboxylase / biotin carboxylase 1 [EC:6.4.1.2 6.3.4.14 2.1.3.15]"	1
"ko:K00390"	1497.62602812612	2.79474204428099	0.459641960350232	6.07343031319657	1.25206347595842e-09	5.99396933127004e-08	"cysH"	"phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]"	1
"ko:K06027"	2366.31021167756	-0.657616530318505	0.10856706772016	-6.05735801213892	1.38375389289692e-09	6.50611428570997e-08	"NSF, SEC18"	"vesicle-fusing ATPase [EC:3.6.4.6]"	0
"ko:K01858"	19339.806479556	-3.32235045236849	0.559727906999925	-6.00392489024372	1.92603826648563e-09	8.89694518536257e-08	"INO1, ISYNA1"	"myo-inositol-1-phosphate synthase [EC:5.5.1.4]"	1
"ko:K17989"	1757.64104629239	-3.62951462328646	0.652325265329111	-5.97334520564976	2.32437331132007e-09	1.03889700809948e-07	"SDS, SDH, CHA1"	"L-serine/L-threonine ammonia-lyase [EC:4.3.1.17 4.3.1.19]"	1
"ko:K20048"	720.35165747264	0.289671726048169	0.567817700660196	5.97309447092426	2.32794999915948e-09	1.03889700809948e-07	"END3"	"actin cytoskeleton-regulatory complex protein END3"	0
"ko:K21618"	13377.7174888432	1.89985588758359	0.321706977592378	5.9064997065824	3.49452918600942e-09	1.53351589112713e-07	"DLD3"	"(R)-2-hydroxyglutarate---pyruvate transhydrogenase [EC:1.1.99.40]"	1
"ko:K01641"	1768.33719472152	-0.670437599091999	0.474876070270755	-5.89860101652714	3.66596501065283e-09	1.58237473328671e-07	"HMGCS"	"hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10]"	0
"ko:K01759"	950.860976952531	0.503132755290011	0.474865986938516	5.69173818149423	1.25752580001282e-08	5.34042811521573e-07	"GLO1, gloA"	"lactoylglutathione lyase [EC:4.4.1.5]"	0
"ko:K01533"	954.864253498649	-1.32908265454097	0.235357518665453	-5.64722888837666	1.63054680677558e-08	6.81465038450811e-07	"copB"	"P-type Cu2+ transporter [EC:7.2.2.9]"	1
"ko:K20032"	2153.53967799625	-1.42784840848177	0.25330465208995	-5.63648154463337	1.7355962632477e-08	7.14035150176748e-07	"ZDHHC13_17, HIP14"	"palmitoyltransferase ZDHHC13/17 [EC:2.3.1.225]"	1
"ko:K15081"	263.765272671855	1.32107965404904	0.234694081523919	5.62364032951601	1.86974741280961e-08	7.57391528911956e-07	"AMN1"	"antagonist of mitotic exit network protein 1"	1
"ko:K04799"	1492.65023373094	-0.190733550183385	0.474877008316011	-5.62009270224192	1.90855023132478e-08	7.61395872587598e-07	"FEN1, RAD2"	"flap endonuclease-1 [EC:3.1.-.-]"	0
"ko:K17742"	449.135119447961	-2.05708773721125	0.366935339600443	-5.59766324304546	2.17260247015874e-08	8.53800343869845e-07	"SOU1"	"sorbose reductase [EC:1.1.1.289]"	1
"ko:K16369"	1896.16999349634	-0.942206536456391	0.168860329633141	-5.58265033834641	2.36880689992493e-08	9.17215965809169e-07	"CHO2"	"phosphatidylethanolamine N-methyltransferase [EC:2.1.1.17]"	0
"ko:K01694"	4036.54059847581	0.931048638656603	0.167112549532315	5.571208943733	2.52977711503964e-08	9.65348281724547e-07	"TRP"	"tryptophan synthase [EC:4.2.1.20]"	0
"ko:K02726"	1114.08069595807	-0.197784235027357	0.474872029319789	-5.51093454115963	3.56933457207462e-08	1.34257970403893e-06	"PSMA2"	"20S proteasome subunit alpha 2 [EC:3.4.25.1]"	0
"ko:K09291"	1596.05870928779	0.551340862694355	0.100440589968134	5.48915386122061	4.03863715225277e-08	1.49770867913824e-06	"TPR, MLP1, MLP2"	"nucleoprotein TPR"	0
"ko:K08192"	6929.71046699905	-3.36210567627444	0.634232996254677	-5.45930024182198	4.78014814365785e-08	1.7480736197571e-06	"DAL"	"MFS transporter, ACS family, allantoate permease"	1
"ko:K00381"	4748.66264939515	3.08746730347777	0.57360388157426	5.38674659262429	7.17444741113583e-08	2.58771507308502e-06	"cysI"	"sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]"	1
"ko:K01527"	3094.70726356185	1.03509988566233	0.19345793960359	5.35345660617523	8.62897360306296e-08	3.07028209417091e-06	"EGD1, BTF3"	"nascent polypeptide-associated complex subunit beta"	1
"ko:K00231"	1210.12467101901	0.66406383399114	0.124276749929705	5.34234126158097	9.17537098463209e-08	3.22116690700484e-06	"PPOX, hemY"	"protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]"	0
"ko:K13711"	1900.15057053072	-1.26685330755865	0.23948263931031	-5.29970953922243	1.15987053187485e-07	4.01834093477167e-06	"PI4K2"	"phosphatidylinositol 4-kinase type 2 [EC:2.7.1.67]"	1
"ko:K03130"	933.316457466869	0.731788608949789	0.13983601143682	5.23247974227501	1.67250987616377e-07	5.71911494018079e-06	"TAF5"	"transcription initiation factor TFIID subunit 5"	0
"ko:K13985"	267.875935748156	-0.18921759117652	0.488959946626958	-5.217156542977	1.81690698926452e-07	6.13322577273525e-06	"NAPEPLD"	"N-acyl-phosphatidylethanolamine-hydrolysing phospholipase D [EC:3.1.4.54]"	0
"ko:K18177"	202.708472603025	-0.254592162650695	0.481747687876665	-5.21177805256993	1.87039240471162e-07	6.23385215393127e-06	"COA4"	"cytochrome c oxidase assembly factor 4"	0
"ko:K19791"	30685.25306122	-1.99060846896667	0.382978037632228	-5.20189764382228	1.97263866282541e-07	6.49244699902414e-06	"FET3_5"	"iron transport multicopper oxidase"	1
"ko:K17268"	239.608277938157	-0.388651425165923	0.474801810500148	-5.19711101892076	2.02409491921023e-07	6.57955792874142e-06	"COPE"	"coatomer subunit epsilon"	0
"ko:K00411"	1150.94849840285	1.04916518716987	0.770209082391493	5.17533909330023	2.27497420091436e-07	7.30488667196038e-06	"UQCRFS1, RIP1, petA"	"ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]"	1
"ko:K00968"	2851.24637532064	0.719112942896549	0.139812875513246	5.14294594103027	2.70463466800557e-07	8.56895940601414e-06	"PCYT1"	"choline-phosphate cytidylyltransferase [EC:2.7.7.15]"	0
"ko:K11372"	843.381804828148	-1.02049711326652	0.198551777968834	-5.14093572888968	2.73373562516213e-07	8.56895940601414e-06	"HIF1"	"HAT1-interacting factor 1"	1
"ko:K05824"	1376.56570436606	-0.087946570747423	0.474873275015464	-5.12598926741091	2.95979467360271e-07	9.06178997162319e-06	"LYS12"	"homoisocitrate dehydrogenase [EC:1.1.1.87]"	0
"ko:K19808"	262.435577725913	-0.165946030628111	0.489580275465841	-5.1268746633842	2.94591490242005e-07	9.06178997162319e-06	"ARG80, ARGR1"	"arginine metabolism regulation protein I"	0
"ko:K03137"	140.121233470518	-0.429504137512781	0.474737602917587	-5.10415657537546	3.32273085353316e-07	1.00560348705205e-05	"TFIIE2, GTF2E2, TFA2"	"transcription initiation factor TFIIE subunit beta"	0
"ko:K18550"	308.556078209185	0.493108094660981	0.474814088854192	5.02371159687139	5.06823278643508e-07	1.51643828712313e-05	"ISN1"	"IMP and pyridine-specific 5'-nucleotidase [EC:3.1.3.99 3.1.3.-]"	0
"ko:K14686"	7780.15239211641	-1.66135790504748	0.331306955066601	-5.00923226183399	5.46475915161232e-07	1.61670908384216e-05	"SLC31A1, CTR1"	"solute carrier family 31 (copper transporter), member 1"	1
"ko:K01655"	12183.142538725	1.50362735570222	0.301229739556509	4.9978891647721	5.79612817068589e-07	1.69568949704622e-05	"LYS21, LYS20"	"homocitrate synthase [EC:2.3.3.14]"	1
"ko:K03843"	74.1512483390556	-0.289928223331808	0.474599952268971	-4.94753246831311	7.51601700537324e-07	2.1746893159503e-05	"ALG2"	"alpha-1,3/alpha-1,6-mannosyltransferase [EC:2.4.1.132 2.4.1.257]"	0
"ko:K15140"	88.2461238745418	-0.39615662498108	0.474647711575936	-4.90620234003418	9.28567332548693e-07	2.65751933326164e-05	"SRB6, MED22"	"mediator of RNA polymerase II transcription subunit 22, fungi type"	0
"ko:K18184"	181.892809752831	-0.190683425637909	0.474757046027654	-4.88049639352561	1.05819149210638e-06	2.99593354700656e-05	"COX20"	"cytochrome c oxidase assembly protein subunit 20"	0
"ko:K01556"	1051.44189919693	-2.04850956783105	0.423121346937906	-4.86634237963273	1.13682509237074e-06	3.18431964703421e-05	"KYNU, kynU"	"kynureninase [EC:3.7.1.3]"	1
"ko:K19786"	268.585958467815	-1.2033519844336	0.247803079721033	-4.85496493778	1.20408046138232e-06	3.3372040577049e-05	"IPK1"	"inositol-pentakisphosphate 2-kinase [EC:2.7.1.158]"	1
"ko:K15620"	513.977600669143	0.268272098379465	0.474845481352688	4.83503947886093	1.33119213350345e-06	3.65107175782769e-05	"GOLPH3, GPP34"	"golgi phosphoprotein 3"	0
"ko:K00227"	38120.3967838792	-1.85436011451692	0.386942898558442	-4.82063599064905	1.43101266096131e-06	3.88438797557849e-05	"SC5DL, ERG3"	"Delta7-sterol 5-desaturase [EC:1.14.19.20]"	1
"ko:K20526"	509.319200767692	-0.97703616293324	0.203396606677359	-4.80330869912839	1.56064991805622e-06	4.1930522798388e-05	"TAGLN"	"transgelin"	0
"ko:K07953"	3757.10142468553	-1.2060693607715	0.251844362141626	-4.78977348404851	1.66969689572914e-06	4.44071911763114e-05	"SAR1"	"GTP-binding protein SAR1 [EC:3.6.5.-]"	1
"ko:K12662"	287.018622644686	0.166008849044592	0.490405083386742	4.77305000513576	1.81456713891422e-06	4.77775527676115e-05	"PRPF4, PRP4"	"U4/U6 small nuclear ribonucleoprotein PRP4"	0
"ko:K00311"	633.22415657223	-0.493089927206955	0.103673886061809	-4.7573614779501	1.96139760390562e-06	5.11322761493417e-05	"ETFDH"	"electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]"	0
"ko:K02867"	121.141043672065	-0.234889424613726	0.474715567597306	-4.74417667485304	2.09356072330099e-06	5.38093103367926e-05	"RP-L11, MRPL11, rplK"	"large subunit ribosomal protein L11"	0
"ko:K22243"	123.695633264747	-0.227951922843514	0.474721534032848	-4.74307723137777	2.10495972832877e-06	5.38093103367926e-05	"KXD1"	"biogenesis of lysosome-related organelles complex 1 subunit KXD1"	0
"ko:K02902"	528.435276654653	0.684684698181694	0.145276289464331	4.7128352483349	2.44293704636524e-06	6.18485888757661e-05	"RP-L28, MRPL28, rpmB"	"large subunit ribosomal protein L28"	0
"ko:K14962"	135.45850864506	-0.219080651660795	0.474734598441304	-4.69901862202958	2.61414619595622e-06	6.5552827942407e-05	"WDR82, SWD2, CPS35"	"COMPASS component SWD2"	0
"ko:K12195"	348.850066452831	-0.952606158424979	0.202925915136758	-4.69362264725388	2.68408945032334e-06	6.66717690820882e-05	"CHMP6, VPS20"	"charged multivesicular body protein 6"	0
"ko:K19001"	588.442126672742	-1.43459291636347	0.307083111933678	-4.67396047842041	2.95446209557502e-06	7.2701856987374e-05	"HELLS, DDM1"	"ATP-dependent DNA helicase"	1
"ko:K14951"	936.404215778607	0.962646828636357	0.20766079162534	4.63368486143305	3.59213692092573e-06	8.75749677110876e-05	"ATP13A3_4_5"	"cation-transporting P-type ATPase 13A3/4/5 [EC:7.2.2.-]"	0
"ko:K00507"	82117.592729158	-1.55574945072984	0.336545282522107	-4.63050088386594	3.64782225878513e-06	8.81166606181767e-05	"SCD, desC"	"stearoyl-CoA desaturase (Delta-9 desaturase) [EC:1.14.19.1]"	1
"ko:K11888"	212.729960509278	0.233065169215571	0.481623224646573	4.62206740132432	3.79934519118239e-06	9.09425080762113e-05	"CUT8, STS1"	"protein Cut8"	0
"ko:K02540"	1200.03188439868	-0.857826207989958	0.186004664459018	-4.61441829865681	3.94197800520449e-06	9.35065593486796e-05	"MCM2"	"DNA replication licensing factor MCM2 [EC:5.6.2.3]"	0
"ko:K00589"	2554.21086916428	2.3099628360501	0.50479802931171	4.56341647397472	5.03278378689342e-06	0.000118315354561521	"MET1"	"uroporphyrin-III C-methyltransferase [EC:2.1.1.107]"	1
"ko:K01758"	3596.50536937733	2.0518237978198	0.451779830815209	4.54037784211256	5.61535058732238e-06	0.000130842638021414	"CTH"	"cystathionine gamma-lyase [EC:4.4.1.1]"	1
"ko:K07243"	22233.672638543	-1.43126890459623	0.315221459531078	-4.53087514994682	5.8739846384919e-06	0.000135668434676747	"FTR, FTH1, efeU"	"high-affinity iron transporter"	1
"ko:K15902"	264.429864672596	-0.831072877488091	0.183798270673737	-4.5225769176156	6.10912752479579e-06	0.000139872458893803	"LAGE3, PCC1"	"EKC/KEOPS complex subunit LAGE3/PCC1"	0
"ko:K00222"	2948.68698313822	-0.696805318421917	0.154203135884696	-4.51874037296081	6.22086207423855e-06	0.000141202843460949	"TM7SF2, ERG24"	"Delta14-sterol reductase [EC:1.3.1.70]"	0
"ko:K17425"	981.108183910917	0.402694814008172	0.0892779993526748	4.51114321321281	6.44791668963146e-06	0.000145105680716236	"MRPL44"	"large subunit ribosomal protein L44 [EC:3.1.26.-]"	0
"ko:K01061"	7118.52278894483	-1.62600506052978	0.360500819869879	-4.50696577835835	6.57612346918289e-06	0.000146736721138632	"E3.1.1.45"	"carboxymethylenebutenolidase [EC:3.1.1.45]"	1
"ko:K09184"	9566.96354035403	-1.59220852247452	0.356381605404486	-4.47631022891076	7.59441100315502e-06	0.000168034320767287	"GATAF"	"GATA-binding protein, other eukaryote"	1
"ko:K00559"	11699.5157097257	-2.10780214370277	0.473658497989722	-4.47238187079797	7.73531329769393e-06	0.000169725665940234	"SMT1, ERG6"	"sterol 24-C-methyltransferase [EC:2.1.1.41]"	1
"ko:K15903"	84.6386174944034	0.260801636325679	0.474615858795148	4.45245141319944	8.4895454095331e-06	0.000184735314572733	"GON7, PCC2"	"EKC/KEOPS complex subunit GON7"	0
"ko:K00645"	700.436192822697	0.716496747644833	0.161007970689397	4.44897252242678	8.6282052411919e-06	0.00018551506103677	"fabD, MCAT, MCT1"	"[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]"	0
"ko:K01834"	121963.469787955	1.57317836657428	0.353315427637944	4.44802624858374	8.66629415401546e-06	0.00018551506103677	"PGAM, gpmA"	"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]"	1
"ko:K11662"	483.535953231326	-0.594871130258198	0.13505845643481	-4.40543808978464	1.05570301249018e-05	0.000224166615474729	"ACTR6, ARP6"	"actin-related protein 6"	0
"ko:K11870"	1325.8331907774	0.952871451414508	0.217032950641997	4.39059620439934	1.1304028804228e-05	0.000238108062732258	"UBP1"	"ubiquitin carboxyl-terminal hydrolase 1 [EC:3.4.19.12]"	0
"ko:K12669"	198.906010515403	0.113571838149398	0.484103356499296	4.37118670714652	1.23573065766379e-05	0.000258228477907043	"OST3, OST6"	"oligosaccharyltransferase complex subunit gamma"	0
"ko:K09384"	1183.46453446153	0.811343843205661	0.185771881082317	4.36623090510856	1.26408849163389e-05	0.000262074409328505	"K09384"	"uncharacterized protein"	0
"ko:K09238"	548.329567314912	0.899293111348242	0.206052483841643	4.36275988225147	1.28431881173408e-05	0.000264188393069987	"ACE2"	"metallothionein expression activator"	0
"ko:K00380"	4931.64097321714	2.48436075251666	0.571379403875692	4.34007953392733	1.42431155310841e-05	0.00029071413328174	"cysJ"	"sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]"	1
"ko:K12404"	3161.03138026461	-0.716897855376273	0.165423780758433	-4.33359355028469	1.46694901339106e-05	0.00029711359632759	"GGA"	"ADP-ribosylation factor-binding protein GGA"	0
"ko:K08150"	11823.4194913225	-1.01794320073936	0.235254755380811	-4.32797500337604	1.50486543529867e-05	0.000302466464972625	"SLC2A13, ITR"	"MFS transporter, SP family, solute carrier family 2 (myo-inositol transporter), member 13"	1
"ko:K18802"	797.745196375207	1.86320677814043	0.436191347436399	4.2850441006759	1.82702942616693e-05	0.000364437005992236	"DUG3"	"glutamine amidotransferase"	1
"ko:K11369"	2129.91393171985	-0.529043822514911	0.123642139831975	-4.27880242824099	1.87901555838018e-05	0.000371988568813159	"RTG2"	"retrograde regulation protein 2"	0
"ko:K01180"	2120.94360602593	1.37471986831665	0.322265702888651	4.26199211017551	2.02612598393433e-05	0.000398118635499933	"E3.2.1.6"	"endo-1,3(4)-beta-glucanase [EC:3.2.1.6]"	1
"ko:K05292"	1396.19994960969	-0.620560284286446	0.146048210619362	-4.248867838029	2.14853623478911e-05	0.000419044141199981	"PIGT"	"GPI-anchor transamidase subunit T"	0
"ko:K02264"	1973.14819677545	-1.22233357859294	0.288813542757383	-4.23623191239459	2.27302014555726e-05	0.000440063385533255	"COX5A"	"cytochrome c oxidase subunit 5a"	1
