"KEGG_ko"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"Symbol"	"Name"	"DEO"
"ko:K01649"	5450.92727513229	0.978287060048526	0.123942634061342	7.8930000844762	2.95007415526823e-15	5.65992798646461e-13	"leuA, IMS"	"2-isopropylmalate synthase [EC:2.3.3.13]"	0
"ko:K06641"	216.733805694638	-6.78706564334917	0.578003389884622	-7.49850762185659	6.45485000267099e-14	1.15584847381162e-11	"CHEK2"	"serine/threonine-protein kinase CHEK2 [EC:2.7.11.1]"	1
"ko:K01900"	3040.78303171376	-0.475682579482856	0.552152302420798	-7.19922717803998	6.05547874638293e-13	1.01656349454904e-10	"LSC2"	"succinyl-CoA synthetase beta subunit [EC:6.2.1.4 6.2.1.5]"	0
"ko:K20405"	718.162174669553	-1.2317649227758	0.177933575822555	-6.92331596547767	4.41192199157396e-12	6.97083674668686e-10	"NPRL2, NPR2"	"nitrogen permease regulator 2"	1
"ko:K11380"	601.37744557721	-0.780281498921529	0.114900188340824	-6.79087324922215	1.11456818350075e-11	1.60074236817039e-09	"NTO1"	"NuA3 HAT complex component NTO1"	0
"ko:K21618"	13377.7174888432	2.18344625543907	0.321697460715694	6.78859353119074	1.13231962007586e-11	1.60074236817039e-09	"DLD3"	"(R)-2-hydroxyglutarate---pyruvate transhydrogenase [EC:1.1.99.40]"	1
"ko:K09490"	4137.52229266383	0.862283212843094	0.127845962993525	6.74406578742773	1.54014748200599e-11	2.06841806833405e-09	"HSPA5, BIP"	"endoplasmic reticulum chaperone BiP [EC:3.6.4.10]"	0
"ko:K10589"	404.647131787396	4.6989734777471	0.687021704907098	6.54690186248752	5.87429369099981e-11	7.51350135905976e-09	"UBE3C"	"ubiquitin-protein ligase E3 C [EC:2.3.2.26]"	1
"ko:K01487"	252.335816676286	0.335204822097457	0.637087616144209	6.45168959981187	1.10609952703018e-10	1.3504469680014e-08	"guaD, GDA"	"guanine deaminase [EC:3.5.4.3]"	0
"ko:K12399"	155.863257246064	-5.26836777747637	0.63385193341942	-6.40661417901927	1.48786695339282e-10	1.73756984209266e-08	"AP3S"	"AP-3 complex subunit sigma"	1
"ko:K02918"	3087.14654656489	2.20660393405692	0.346847221015724	6.35085962334184	2.14115031159998e-10	2.30045189478302e-08	"RP-L35e, RPL35"	"large subunit ribosomal protein L35e"	1
"ko:K20048"	720.35165747264	0.374887559858839	0.567818301321494	6.35112740286578	2.13742589923826e-10	2.30045189478302e-08	"END3"	"actin cytoskeleton-regulatory complex protein END3"	0
"ko:K03679"	337.041313612047	-0.20863933677344	0.474826501735535	-6.26968446164353	3.61780481498161e-10	3.4814246813146e-08	"RRP4, EXOSC2"	"exosome complex component RRP4"	0
"ko:K07941"	118.409057268227	-0.219513372083878	0.474709115675594	-6.2691954195206	3.62918432899512e-10	3.4814246813146e-08	"ARF6"	"ADP-ribosylation factor 6"	0
"ko:K08967"	592.385015583183	-0.338786538405651	0.474853164341508	-6.26982904967977	3.61444707536817e-10	3.4814246813146e-08	"mtnD, mtnZ, ADI1"	"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase [EC:1.13.11.53 1.13.11.54]"	0
"ko:K00928"	1541.359313814	2.42638236504053	0.387814837527157	6.25510469591674	3.97249325648212e-10	3.67935065065895e-08	"lysC"	"aspartate kinase [EC:2.7.2.4]"	1
"ko:K22384"	216.648241373188	0.376648572882762	0.474786680895183	6.23538496287124	4.50668431853453e-10	4.03498469319458e-08	"WRB, GET1"	"tail-anchored protein insertion receptor"	0
"ko:K12191"	619.626014627356	3.50820315847016	0.715179140604272	6.12847636574515	8.87246051791255e-10	7.68755772616552e-08	"CHMP2A"	"charged multivesicular body protein 2A"	1
"ko:K01641"	1768.33719472152	-0.670437638942043	0.474876092626825	-5.81863614977397	5.93297230256371e-09	4.97998862646441e-07	"HMGCS"	"hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10]"	0
"ko:K00411"	1150.94849840285	1.74116272744668	0.77021603577445	5.78241888621104	7.36340765346948e-09	5.99336756279364e-07	"UQCRFS1, RIP1, petA"	"ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]"	1
"ko:K01495"	213.55609893407	0.411669505212467	0.474785338009194	5.64027042760996	1.6978329842579e-08	1.34128805756374e-06	"GCH1, folE"	"GTP cyclohydrolase IA [EC:3.5.4.16]"	0
"ko:K11245"	787.996290871277	1.12334761476716	0.206105617427904	5.4538869367666	4.92805423395405e-08	3.78192962068588e-06	"MID2, MTL1"	"mating pheromone-induced death protein 2"	1
"ko:K09550"	362.723403611828	-0.208230428075421	0.501926909178156	-5.44011000914641	5.3247680731691e-08	3.97286862348117e-06	"PFDN4"	"prefoldin subunit 4"	0
"ko:K07566"	266.137007085139	-0.307574522811497	0.489078404717557	-5.37594588926376	7.61816702392471e-08	5.53037746655724e-06	"tsaC, rimN, SUA5, YRDC"	"L-threonylcarbamoyladenylate synthase [EC:2.7.7.87]"	0
"ko:K19786"	268.585958467815	-1.32390133830018	0.248748897208008	-5.32075655884018	1.033366055023e-07	7.30426637839942e-06	"IPK1"	"inositol-pentakisphosphate 2-kinase [EC:2.7.1.158]"	1
"ko:K00958"	8177.15500255145	2.85636164709388	0.540742671895665	5.29501900337499	1.19004034394225e-07	7.99112090957223e-06	"sat, met3"	"sulfate adenylyltransferase [EC:2.7.7.4]"	1
"ko:K02201"	408.494212633227	-0.300826845326832	0.474839440519693	-5.29843950830586	1.16796557535242e-07	7.99112090957223e-06	"E2.7.7.3B"	"pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]"	0
"ko:K19992"	339.600441242558	-0.184310132731158	0.494499790423734	-5.28403563535007	1.26368653333154e-07	8.2786878744598e-06	"MSO1"	"protein MSO1"	0
"ko:K01077"	3308.0097685475	-1.6121081758433	0.307845360039483	-5.24290435720212	1.58068485597497e-07	9.8737663329041e-06	"E3.1.3.1, phoA, phoB"	"alkaline phosphatase [EC:3.1.3.1]"	1
"ko:K02143"	486.460292976569	-0.158339882469884	0.474845859443705	-5.24321195440167	1.57805083690135e-07	9.8737663329041e-06	"ATPeFK, ATP19"	"F-type H+-transporting ATPase subunit k"	0
"ko:K14821"	521.294262603163	-0.138113206936275	0.474846983494332	-5.14501627855157	2.67497614125369e-07	1.62840717452663e-05	"BUD20"	"bud site selection protein 20"	0
"ko:K17437"	276.984444989623	-0.173420438726991	0.485283712948215	-5.14131941205076	2.72815796179071e-07	1.62840717452663e-05	"MRPL15"	"large subunit ribosomal protein L15"	0
"ko:K00053"	13998.9562768334	1.03336946265435	0.20223284801738	5.11028794802084	3.21668170824438e-07	1.83561168084774e-05	"ilvC"	"ketol-acid reductoisomerase [EC:1.1.1.86]"	1
"ko:K07874"	1832.50230894823	0.282791739664802	0.479346840269206	5.11030359440337	3.21641531259536e-07	1.83561168084774e-05	"RAB1A"	"Ras-related protein Rab-1A"	0
"ko:K17268"	239.608277938157	-0.388650150168042	0.474801095351804	-5.10658570103026	3.28031871484331e-07	1.83561168084774e-05	"COPE"	"coatomer subunit epsilon"	0
"ko:K10771"	150.524794584777	-0.333038292900445	0.474745822170362	-5.06406280678186	4.10414335313321e-07	2.24974062173792e-05	"APEX1"	"AP endonuclease 1 [EC:4.2.99.18]"	0
"ko:K06693"	645.486549250007	-1.09426079615539	0.216673152842628	-5.05054547581007	4.40550211187822e-07	2.36663573450098e-05	"PSMD9, RPN4"	"26S proteasome regulatory subunit N4"	1
"ko:K03007"	135.048123596466	-0.351744902916602	0.474730299517795	-5.00531511367782	5.57707204584196e-07	2.93725794414343e-05	"RPABC5, RPB10, POLR2L"	"DNA-directed RNA polymerases I, II, and III subunit RPABC5"	0
"ko:K15140"	88.2461238745418	-0.39615150666501	0.474644839423895	-4.99481897254251	5.88909817394292e-07	3.04194571061744e-05	"SRB6, MED22"	"mediator of RNA polymerase II transcription subunit 22, fungi type"	0
"ko:K12662"	287.018622644686	0.34564372849923	0.490408500468617	4.98944402248046	6.05533175806174e-07	3.06879643436865e-05	"PRPF4, PRP4"	"U4/U6 small nuclear ribonucleoprotein PRP4"	0
"ko:K12625"	99.9759937509042	-0.37165038308904	0.474674014399137	-4.9774954232857	6.44123045445159e-07	3.2039157408624e-05	"LSM6"	"U6 snRNA-associated Sm-like protein LSm6"	0
"ko:K18184"	181.892809752831	-0.190682313388474	0.474756422312518	-4.94523551116837	7.60518636125022e-07	3.71409646660329e-05	"COX20"	"cytochrome c oxidase assembly protein subunit 20"	0
"ko:K03504"	152.518177742197	-0.227279720526937	0.474751060569727	-4.92023393093658	8.6440835153485e-07	4.14607291468323e-05	"POLD3"	"DNA polymerase delta subunit 3"	0
"ko:K11128"	221.650259882356	-0.303365809721158	0.474796997025836	-4.85592667106495	1.19825041487145e-06	5.63159070898339e-05	"GAR1, NOLA1"	"H/ACA ribonucleoprotein complex subunit 1"	0
"ko:K11888"	212.729960509278	0.321234407758169	0.481624537791024	4.85300363929914	1.2160545834737e-06	5.63159070898339e-05	"CUT8, STS1"	"protein Cut8"	0
"ko:K12669"	198.906010515403	0.171479925050845	0.484104103547146	4.82841711207487	1.37622595082193e-06	6.26532695577576e-05	"OST3, OST6"	"oligosaccharyltransferase complex subunit gamma"	0
"ko:K00851"	170.093028114787	-0.202186283634742	0.4747636027497	-4.78146387045085	1.74023282856573e-06	7.79044229587923e-05	"idnK, gntK"	"gluconokinase [EC:2.7.1.12]"	0
"ko:K18550"	308.556078209185	0.177026735307306	0.474806881391837	4.74296328371227	2.10614453856628e-06	9.27394136162134e-05	"ISN1"	"IMP and pyridine-specific 5'-nucleotidase [EC:3.1.3.99 3.1.3.-]"	0
"ko:K01759"	950.860976952531	0.167248117003634	0.474863488559926	4.72825621247542	2.26456313389405e-06	9.81067189941843e-05	"GLO1, gloA"	"lactoylglutathione lyase [EC:4.4.1.5]"	0
"ko:K04487"	3129.18586290677	-1.23462516100396	0.262195380446572	-4.71524379581108	2.41421503182254e-06	0.000101321587116802	"iscS, NFS1"	"cysteine desulfurase [EC:2.8.1.7]"	1
"ko:K10436"	125.133445044329	-0.282814178397074	0.474722279783576	-4.71730157436929	2.38993301654111e-06	0.000101321587116802	"MAPRE"	"microtubule-associated protein, RP/EB family"	0
"ko:K09184"	9566.96354035403	-1.67121987020172	0.356401356621725	-4.68883007511832	2.74771430378984e-06	0.000113544009538146	"GATAF"	"GATA-binding protein, other eukaryote"	1
"ko:K01950"	1855.33429830189	-0.634903287877658	0.135811810707475	-4.67509138784575	2.9382274743107e-06	0.000119576954484826	"E6.3.5.1, NADSYN1, QNS1, nadE"	"NAD+ synthase (glutamine-hydrolysing) [EC:6.3.5.1]"	0
"ko:K07300"	3091.65292446373	-0.56668459249567	0.123252125799038	-4.59835654073199	4.25836785673148e-06	0.000170716060644489	"chaA, CAX"	"Ca2+:H+ antiporter"	0
"ko:K12393"	114.65624042575	0.337663093917656	0.47469346754201	4.58694695717086	4.49774894838346e-06	0.000177661083461147	"AP1M"	"AP-1 complex subunit mu"	0
"ko:K01899"	4202.78170736397	-1.28555617783643	0.280676327445737	-4.5795751690438	4.65921320839406e-06	0.000181371690981833	"LSC1"	"succinyl-CoA synthetase alpha subunit [EC:6.2.1.4 6.2.1.5]"	1
"ko:K07178"	87.6518246789821	-0.164698581854072	0.47462958575659	-4.49114650987232	7.08407978651836e-06	0.00027182626152269	"RIOK1"	"RIO kinase 1 [EC:2.7.11.1]"	0
"ko:K20408"	787.920967081462	-1.04586300989348	0.233932835926595	-4.47079006355088	7.79311687610521e-06	0.000294821294777727	"WDR24, SEA2"	"SEA/GATOR complex protein SEA2/WDR24"	1
"ko:K02868"	5433.76558260827	2.24302667864521	0.506242457929811	4.43422726421623	9.24031132420733e-06	0.000344714947455846	"RP-L11e, RPL11"	"large subunit ribosomal protein L11e"	1
"ko:K01655"	12183.142538725	1.3315207339372	0.301241466575825	4.41924360250337	9.90469529054812e-06	0.000364438514389209	"LYS21, LYS20"	"homocitrate synthase [EC:2.3.3.14]"	1
"ko:K03783"	488.601747954979	-0.968365318662399	0.699553236347051	-4.34821934969572	1.3724730171434e-05	0.000498170611357726	"punA, PNP"	"purine-nucleoside phosphorylase [EC:2.4.2.1]"	0
"ko:K15628"	1164.56073226926	-1.0292284754794	0.242387279003995	-4.24621212777185	2.17414803786391e-05	0.000778634883960327	"PXA"	"ATP-binding cassette, subfamily D (ALD), peroxisomal long-chain fatty acid import protein [EC:7.6.2.4]"	1
"ko:K15278"	76.9184388908076	-1.99950785852636	0.757803893048829	-4.212936812069	2.52071598418933e-05	0.00089087409651744	"SLC35B4, YEA4"	"solute carrier family 35 (UDP-xylose/UDP-N-acetylglucosamine transporter), member B4"	1
"ko:K05605"	1360.07960031437	-0.560097508941055	0.1332990764548	-4.20144387738607	2.65218000342408e-05	0.000925163050545074	"HIBCH"	"3-hydroxyisobutyryl-CoA hydrolase [EC:3.1.2.4]"	0
"ko:K03348"	272.798929421415	-1.47430918985281	0.354975449660779	-4.15266423667286	3.28626740841388e-05	0.00113165567423073	"APC1, ANAPC1"	"anaphase-promoting complex subunit 1"	1
"ko:K15014"	757.685348965039	-0.408072235306985	0.0989080571682895	-4.12647615070885	3.68364185654744e-05	0.00125243823122613	"SLC29A1_2_3, ENT1_2_3"	"solute carrier family 29 (equilibrative nucleoside transporter), member 1/2/3"	0
"ko:K02921"	3870.39435626764	1.75862048207783	0.428135372535049	4.1131629168796	3.90274752978697e-05	0.00131034748312597	"RP-L37Ae, RPL37A"	"large subunit ribosomal protein L37Ae"	1
"ko:K08192"	6929.71046699905	-2.56103552574502	0.634127428609635	-4.10138681298363	4.10681379790234e-05	0.00136183973594638	"DAL"	"MFS transporter, ACS family, allantoate permease"	1
"ko:K02979"	4322.18291437472	1.30783939622737	0.320856258545694	4.07784133824091	4.54557676007746e-05	0.00148895355824001	"RP-S28e, RPS28"	"small subunit ribosomal protein S28e"	1
"ko:K01267"	3053.89831586572	-1.06040998147188	0.261078497743462	-4.06382568598375	4.82748835901854e-05	0.00156224502799082	"DNPEP"	"aspartyl aminopeptidase [EC:3.4.11.21]"	1
"ko:K20407"	551.80738314168	-0.625544445661039	0.154891710736769	-4.03923833077262	5.36250553183388e-05	0.00171472498315545	"MIOS, MIO, SEA4"	"SEA/GATOR complex protein SEA4/MIOS"	0
"ko:K17742"	449.135119447961	-1.46789981688255	0.365554376203937	-4.01739572519323	5.88448601616519e-05	0.0018594975811082	"SOU1"	"sorbose reductase [EC:1.1.1.289]"	1
"ko:K03434"	100.787259187452	0.23246320732672	0.474676493458361	3.97626654805119	7.00056562613283e-05	0.00218645572927823	"PIGL"	"N-acetylglucosaminylphosphatidylinositol deacetylase [EC:3.5.1.89]"	0
"ko:K00381"	4748.66264939515	2.29384509425312	0.573636428966937	3.97002701307435	7.18644837340759e-05	0.00221871268172101	"cysI"	"sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]"	1
"ko:K02264"	1973.14819677545	-1.14346828662972	0.288801299543361	-3.95739196363926	7.57725394005586e-05	0.00231278455488523	"COX5A"	"cytochrome c oxidase subunit 5a"	1
"ko:K21628"	1046.16282403603	-0.404547898349413	0.102564034487118	-3.94403978234993	8.01203579963094e-05	0.00241801439975379	"MSA1"	"G1-specific transcription factors activator MSA1"	0
"ko:K11826"	1675.91667185118	-0.524566013564182	0.134232135865492	-3.9076276226037	9.32068109915734e-05	0.00278170549248185	"AP2M1"	"AP-2 complex subunit mu-1"	0
"ko:K15015"	2686.40402570347	-1.02884746930674	0.264002563780501	-3.89893807540884	9.66154771037086e-05	0.00285174913736881	"SLC32A, VGAT"	"solute carrier family 32 (vesicular inhibitory amino acid transporter)"	1
"ko:K00281"	5983.18879685065	-1.32616858854914	0.342961909311549	-3.86708971719957	0.000110141915518579	0.00321566505524894	"GLDC, gcvP"	"glycine dehydrogenase [EC:1.4.4.2]"	1
"ko:K22193"	491.8462923727	-0.740742683686602	0.6870900296835	-3.85986975717067	0.00011344747502932	0.00327655825729843	"GPR89, GPHR"	"golgi pH regulator"	0
"ko:K06666"	1838.90613300311	-0.545410116263139	0.141492124631628	-3.85475743512234	0.000115844428788983	0.00327786244894884	"TUP1"	"general transcriptional corepressor TUP1"	0
"ko:K22386"	1037.34677156486	-0.499831496939661	0.129689958065998	-3.85456974127944	0.00011593333307898	0.00327786244894884	"GET2"	"GET complex subunit GET2"	0
"ko:K11369"	2129.91393171985	-0.475678022945633	0.123598687075303	-3.8486274586555	0.000118781488981619	0.00332340707713155	"RTG2"	"retrograde regulation protein 2"	0
"ko:K11662"	483.535953231326	-0.516487816025659	0.134646249593732	-3.83669202545867	0.000124702695565806	0.00345310763185315	"ACTR6, ARP6"	"actin-related protein 6"	0
"ko:K14429"	1767.35524284418	-1.18041239835369	0.309069363358308	-3.82159204597301	0.000132592905477713	0.00356144544113138	"SLC12A9, CCC6"	"solute carrier family 12 (potassium/chloride transporters), member 9"	1
"ko:K17428"	272.856851631076	-0.776677925714502	0.689179985224238	-3.8239854775976	0.000131311652639018	0.00356144544113138	"MRPL47, NCM1"	"large subunit ribosomal protein L47"	0
"ko:K20406"	922.178646164332	-0.81729513260802	0.213893071519582	-3.82238749606862	0.000132165783560605	0.00356144544113138	"NPRL3, NPR3"	"nitrogen permease regulator 3"	0
"ko:K02880"	4867.041745439	2.00413482323503	0.525816907590678	3.8146757876163	0.000136361841008712	0.00362641490048912	"RP-L17e, RPL17"	"large subunit ribosomal protein L17e"	1
"ko:K06125"	1992.15140998459	-0.82932288281624	0.218354410837765	-3.80507637614108	0.000141760441381123	0.00373302495636956	"COQ2"	"4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]"	0
"ko:K02872"	5535.01304457782	2.0787303629413	0.551040153730158	3.80010646148497	0.000144633938216128	0.00377171609755845	"RP-L13Ae, RPL13A"	"large subunit ribosomal protein L13Ae"	1
"ko:K02977"	6060.65998091975	1.53820756931578	0.405129623640879	3.79141161548682	0.000149793456697225	0.00386870408354564	"RP-S27Ae, RPS27A, UBA80"	"ubiquitin-small subunit ribosomal protein S27Ae"	1
"ko:K03142"	1482.16410193015	-0.536653733649042	0.142376107359892	-3.76902244722067	0.000163888150010857	0.00419241496123012	"TFIIH2, GTF2H2, SSL1"	"transcription initiation factor TFIIH subunit 2"	0
"ko:K00547"	777.580467549442	1.55633930614626	0.413135868623758	3.76218016604477	0.000168438636813903	0.00426817149511455	"mmuM, BHMT2"	"homocysteine S-methyltransferase [EC:2.1.1.10]"	1
"ko:K00390"	1497.62602812612	1.73489043369373	0.45987025482891	3.75707729377435	0.000171909410922948	0.00431540820316857	"cysH"	"phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]"	1
"ko:K12825"	231.56880233339	-0.78606088546955	0.679276323731462	-3.72711187243754	0.000193686501274571	0.00481705502243979	"SF3A1, SAP114"	"splicing factor 3A subunit 1"	0
"ko:K01694"	4036.54059847581	0.622396956052931	0.16723314673255	3.72180443590057	0.00019780419701215	0.00487433094655629	"TRP"	"tryptophan synthase [EC:4.2.1.20]"	0
"ko:K00380"	4931.64097321714	2.11505622714896	0.571394275923914	3.70194894935353	0.000213949673107448	0.00522426201787824	"cysJ"	"sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]"	1
"ko:K10524"	531.257090760856	-1.23808729244107	0.334819336695526	-3.69627505553766	0.000218785933414609	0.00529422537974449	"NRK1_2"	"nicotinamide/nicotinate riboside kinase [EC:2.7.1.22 2.7.1.173]"	1
"ko:K01282"	2832.2619421102	-1.15688492745586	0.314425040302203	-3.68334903542033	0.000230189630655684	0.00542359077141374	"DAP2"	"dipeptidyl aminopeptidase B [EC:3.4.14.-]"	1
"ko:K03133"	911.553170650311	-0.440027303951578	0.119457493160827	-3.68393556527847	0.00022966031900831	0.00542359077141374	"TAF9B, TAF9"	"transcription initiation factor TFIID subunit 9B"	0
"ko:K13352"	1309.97346543867	-0.649260968728521	0.176092747831355	-3.68677735396131	0.000227111893515689	0.00542359077141374	"PEX11B"	"peroxin-11B"	0
"ko:K02871"	986.064087753019	-0.769235434851537	0.20969924353793	-3.67445064827625	0.000238361709268064	0.00556730044429582	"RP-L13, MRPL13, rplM"	"large subunit ribosomal protein L13"	0
"ko:K18731"	1149.29018611855	-0.72420303944518	0.197956439737913	-3.65930841425569	0.000252896830474431	0.00585586971253727	"GFD1"	"mRNA transport factor GFD1"	0
"ko:K00452"	146.602309081168	-1.22844933852047	0.337675469486972	-3.63288578043999	0.000280269101137786	0.00637968479369571	"HAAO"	"3-hydroxyanthranilate 3,4-dioxygenase [EC:1.13.11.6]"	1
"ko:K13830"	5013.71919605865	1.0760056586766	0.296090083045198	3.63438293271973	0.000278646743260386	0.00637968479369571	"ARO1"	"pentafunctional AROM polypeptide [EC:4.2.3.4 4.2.1.10 1.1.1.25 2.7.1.71 2.5.1.19]"	1
"ko:K03321"	2542.8074121784	-1.30058608527782	0.359554397465467	-3.62325147828463	0.000290922722272069	0.00656654144556956	"TC.SULP"	"sulfate permease, SulP family"	1
"ko:K00418"	886.699265557259	-0.473676670483061	0.57948867265889	-3.61067193207817	0.000305404769786895	0.0067794810879967	"QCR8, UQCRQ"	"ubiquinol-cytochrome c reductase subunit 8"	0
"ko:K02973"	8063.18764235188	1.4329487105672	0.398109152958648	3.61245716103977	0.000303309226248101	0.0067794810879967	"RP-S23e, RPS23"	"small subunit ribosomal protein S23e"	1
"ko:K00344"	748.266988994557	-1.37656482673532	0.382579402037688	-3.59883847908332	0.000319641629851449	0.00703735588345075	"qor, CRYZ"	"NADPH:quinone reductase [EC:1.6.5.5]"	1
"ko:K13333"	10920.9337125506	0.493578119538924	0.138118110645458	3.57357046725236	0.000352146418133437	0.00768996161875132	"PLB"	"lysophospholipase [EC:3.1.1.5]"	0
"ko:K00027"	4690.00368107429	1.05121111497588	0.295569302193401	3.56990907684593	0.000357105154590786	0.00773376499719238	"ME2, sfcA, maeA"	"malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]"	1
"ko:K01549"	396.445692085465	0.171735747576375	0.474832573474907	3.56785841649678	0.000359910880360777	0.00773376499719238	"TIM11, ATP21"	"F-type H+-transporting ATP synthase subunit e"	0
"ko:K00058"	7760.48556141021	1.76591385241319	0.497613251447123	3.54868095588422	0.000387165872353416	0.00825339312016886	"serA, PHGDH"	"D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]"	1
"ko:K01079"	505.215799531906	-0.458618755711527	0.699521728806524	-3.52318237154287	0.000426397846661863	0.00901814658373042	"serB, PSPH"	"phosphoserine phosphatase [EC:3.1.3.3]"	0
"ko:K11228"	618.295665717375	-0.597406851035171	0.170046341836828	-3.51326302839849	0.000442639055899336	0.00928850393863763	"STE11"	"mitogen-activated protein kinase kinase kinase [EC:2.7.11.25]"	0
"ko:K03845"	1063.29383374623	-0.520551190385481	0.148687124454276	-3.50182558570708	0.00046208200363295	0.00954732509044696	"ALG3"	"alpha-1,3-mannosyltransferase [EC:2.4.1.258]"	0
"ko:K17984"	1149.51514230073	-1.5146751276959	0.43228814219087	-3.50286995435509	0.000460274119768799	0.00954732509044696	"ATG32"	"autophagy-related protein 32"	1
"ko:K13711"	1900.15057053072	-0.829010180603207	0.238972621573196	-3.47933836399493	0.000502653490235426	0.0103063150745981	"PI4K2"	"phosphatidylinositol 4-kinase type 2 [EC:2.7.1.67]"	0
"ko:K12732"	362.075445297998	-1.16055091199579	0.332776996211481	-3.4749621766292	0.000510925385496623	0.0103965574654843	"ARO10"	"phenylpyruvate decarboxylase [EC:4.1.1.-]"	1
"ko:K02960"	4623.4273623982	1.91159096950648	0.551248497066059	3.46974632875627	0.000520950126029031	0.0105208423948419	"RP-S16e, RPS16"	"small subunit ribosomal protein S16e"	1
"ko:K01293"	3448.97539365659	-1.45242720468976	0.423755703987189	-3.45744599963838	0.000545321520162766	0.0109308477847552	"E3.4.17.4"	"Gly-Xaa carboxypeptidase [EC:3.4.17.4]"	1
"ko:K14708"	5328.45109692474	1.31272416846219	0.379471357576018	3.44002021100366	0.000581670747637943	0.0115730935418927	"SLC26A11"	"solute carrier family 26 (sodium-independent sulfate anion transporter), member 11"	1
"ko:K07827"	2129.89924326689	-2.12913752990341	0.646839667233686	-3.43142826484552	0.00060041190268529	0.0118581350780345	"KRAS, KRAS2"	"GTPase KRas"	1
"ko:K00626"	26931.7689416439	-0.915370492549347	0.268250202993194	-3.42060844177275	0.000624812200671262	0.0122499676715548	"ACAT, atoB"	"acetyl-CoA C-acetyltransferase [EC:2.3.1.9]"	0
"ko:K08712"	10398.2098784703	1.08119737771996	0.317538479080908	3.402364817899	0.000668053955655324	0.013002847281813	"SNQ2"	"ATP-binding cassette, subfamily G (WHITE), member 2, SNQ2"	1
"ko:K01268"	5490.97548780046	-1.64036446523422	0.485018388004679	-3.39655015381921	0.000682410504663191	0.0130925329680381	"LAP4"	"aminopeptidase I [EC:3.4.11.22]"	1
